Header = tlen: 0
dlen: 8168
subtype: 1
type: 2000
frag: 0
used: 0
buf: 0
evt: 0
current_i: 0
stime: [0, 0]
free: [1, 0, 0, 0]
label: DISK
filename: data/r231/r231f036_4845.lmd
user name: bgs
time: 25-Mar-20 17:36:39
run id: run231
explanation: 48Ca+208Pb
number of comment lines: 2
 
Comment0: 1e-4 mbarL/s C3F6
Comment1: looking for NoF molecules

r231f036_4845.lmd	ruthe	384.3144141	19078047	2207
r231f036_4845.lmd	ruthe	384.4094083	19078051	2150
r231f036_4845.lmd	ruthe	384.5206114	19078065	2278
r231f036_4845.lmd	ruthe	384.5529076	19078067	2413
r231f036_4845.lmd	ruthe	384.6001383	19078071	2018
r231f036_4845.lmd	ruthe	384.6666601	19078079	2214
r231f036_4845.lmd	ruthe	384.7992817	19078097	2323
r231f036_4845.lmd	ruthe	384.8970865	19078110	2356
r231f036_4845.lmd	ruthe	384.8976147	19078111	2259
r231f036_4845.lmd	ruthe	384.9022644	19078112	1884
r231f036_4845.lmd	ruthe	385.1270541	19078139	2273
r231f036_4845.lmd	ruthe	385.1886556	19078144	2245
r231f036_4845.lmd	ruthe	385.356932	19078159	2342
r231f036_4845.lmd	ruthe	385.3696186	19078160	2352
r231f036_4845.lmd	ruthe	385.400517	19078167	1130
r231f036_4845.lmd	ruthe	385.4140993	19078169	2157
r231f036_4845.lmd	ruthe	385.4569489	19078171	2322
r231f036_4845.lmd	ruthe	385.5333733	19078187	2240
r231f036_4845.lmd	ruthe	385.6794657	19078202	1319
r231f036_4845.lmd	ruthe	385.9554962	19078231	2247
r231f036_4845.lmd	ruthe	385.9799494	19078235	1614
r231f036_4845.lmd	ruthe	386.0351314	19078240	1022
r231f036_4845.lmd	ruthe	386.0535262	19078241	1768
r231f036_4845.lmd	ruthe	386.3422537	19078268	2161
r231f036_4845.lmd	ruthe	386.3641903	19078271	2181
r231f036_4845.lmd	ruthe	386.3984389	19078273	2350
r231f036_4845.lmd	ruthe	386.5225432	19078280	2034
r231f036_4845.lmd	ruthe	386.6521606	19078297	2231
r231f036_4845.lmd	ruthe	386.7560209	19078303	2173
r231f036_4845.lmd	ruthe	386.9057419	19078312	2331
r231f036_4845.lmd	ruthe	386.9486831	19078316	2288
r231f036_4845.lmd	ruthe	387.0374035	19078326	2062
r231f036_4845.lmd	ruthe	387.0950901	19078330	2294
r231f036_4845.lmd	ruthe	387.2754311	19078348	2108
r231f036_4845.lmd	ruthe	387.6067644	19078374	1715
r231f036_4845.lmd	ruthe	387.7581017	19078389	1145
r231f036_4845.lmd	ruthe	388.008703	19078403	2151
r231f036_4845.lmd	ruthe	388.2004293	19078421	1303
r231f036_4845.lmd	ruthe	388.2187844	19078423	2288
r231f036_4845.lmd	ruthe	388.3770106	19078437	2378
r231f036_4845.lmd	ruthe	388.4962955	19078452	2173
r231f036_4845.lmd	ruthe	388.537352	19078457	2229
r231f036_4845.lmd	ruthe	388.5804889	19078461	2245
r231f036_4845.lmd	ruthe	388.6961002	19078472	2350
r231f036_4845.lmd	ruthe	388.7579093	19078480	2348
r231f036_4845.lmd	ruthe	388.8884738	19078497	2334
r231f036_4845.lmd	ruthe	388.9103482	19078501	2265
r231f036_4845.lmd	ruthe	388.956017	19078507	2181
r231f036_4845.lmd	ruthe	388.9712264	19078508	2334
r231f036_4845.lmd	ruthe	389.1038741	19078519	2333
r231f036_4845.lmd	ruthe	389.3407437	19078538	2289
r231f036_4845.lmd	ruthe	389.6044978	19078561	2278
r231f036_4845.lmd	ruthe	389.6162299	19078565	2232
r231f036_4845.lmd	ruthe	389.696458	19078574	2325
r231f036_4845.lmd	ruthe	389.8341807	19078584	2279
r231f036_4845.lmd	ruthe	389.9118423	19078592	2241
r231f036_4845.lmd	ruthe	389.9923827	19078606	2234
r231f036_4845.lmd	ruthe	390.0685067	19078610	1825
r231f036_4845.lmd	ruthe	390.3568685	19078639	2165
r231f036_4845.lmd	ruthe	390.5028852	19078653	2275
r231f036_4845.lmd	ruthe	390.5461528	19078660	2386
r231f036_4845.lmd	ruthe	390.6934335	19078674	2254
r231f036_4845.lmd	ruthe	390.9940917	19078701	1750
r231f036_4845.lmd	ruthe	391.0796388	19078720	2170
r231f036_4845.lmd	ruthe	391.1676182	19078727	1486
r231f036_4845.lmd	ruthe	391.1978449	19078732	1672
r231f036_4845.lmd	ruthe	391.2180152	19078734	2192
r231f036_4845.lmd	ruthe	391.47679	19078757	1879
r231f036_4845.lmd	ruthe	391.6336937	19078767	2274
r231f036_4845.lmd	ruthe	391.704596	19078774	2184
r231f036_4845.lmd	ruthe	391.8231124	19078785	2400
r231f036_4845.lmd	ruthe	391.8511871	19078788	1183
r231f036_4845.lmd	ruthe	391.8933155	19078791	1144
r231f036_4845.lmd	ruthe	391.9718128	19078801	2402
r231f036_4845.lmd	ruthe	392.0388539	19078808	1791
r231f036_4845.lmd	ruthe	392.3579377	19078839	2388
